MSA.Code,MSA.Name,Median Earnings: Men,Median Earnings: Women,Employment: Men,Employment: Women,Employment: Total,Earnings Difference (Women vs. Men),Earnings Percentage (Women vs. Men),Employment Difference (Women vs. Men),Employment Percentage (Women vs. Total),Group
17860,"Columbia, MO",62981,58549,1854,987,2841,4432,0.929629571,867,0.347412883,Computer and Mathematical
17860,"Columbia, MO",72250,73463,624,189,813,-1213,1.016788927,435,0.232472325,Architecture and Engineering
17860,"Columbia, MO",54355,47287,1088,646,1734,7068,0.869965964,442,0.37254902,"Life, Physical, and Social Sciences"
17900,"Columbia, SC",48210,38807,151002,130035,281037,9403,0.804957478,20967,0.462697083,All (STEM and Non-STEM)
17900,"Columbia, SC",74200,60421,12094,4192,16286,13779,0.814299191,7902,0.257398993,All STEM
17900,"Columbia, SC",70151,60277,6451,2541,8992,9874,0.859246483,3910,0.28258452,Computer and Mathematical
17900,"Columbia, SC",81714,80046,4402,709,5111,1668,0.979587341,3693,0.138720407,Architecture and Engineering
17900,"Columbia, SC",54877,50000,1241,942,2183,4877,0.911128524,299,0.431516262,"Life, Physical, and Social Sciences"
17980,"Columbus, GA-AL",46315,34277,47812,41705,89517,12038,0.740084206,6107,0.465889161,All (STEM and Non-STEM)
17980,"Columbus, GA-AL",73305,64914,3157,1140,4297,8391,0.885533047,2017,0.265301373,All STEM
17980,"Columbus, GA-AL",77813,62888,1783,731,2514,14925,0.808194004,1052,0.290771679,Computer and Mathematical
